Date,Title,URL,md_file,ESG_or_not,Story_Type,Jurisdiction,Cross_sector_relevance,Policy_significance,Business_risk_opportunity,Strategic_ESG_signal,Corporate_governance_relevance,Forward_looking_insight,Member Relevance,Rating,Relevance,Output 1,Output 2,Output 3,Output 4,Output 5,Output 6,Hook,One Liner
2026-04-21,Super funds and CIVs required to lodge RTP schedule for TT26,https://www.ato.gov.au/businesses-and-organisations/business-bulletins-newsroom/super-funds-and-civs-required-to-lodge-rtp-schedule-for-tt26,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-20,Increased visibility for trust elections,https://www.ato.gov.au/tax-and-super-professionals/for-tax-professionals/tax-professionals-newsroom/increased-visibility-for-trust-elections,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-20,Section D: Declaration and signature – Super funds,https://www.ato.gov.au/forms-and-instructions/reportable-tax-position-schedule-and-instructions-2026/rtp-schedule-instructions-2026-super-funds/section-d-declaration-and-signature-super-funds,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-20,How to get the RTP schedule 2026 – Super funds,https://www.ato.gov.au/forms-and-instructions/reportable-tax-position-schedule-and-instructions-2026/rtp-schedule-instructions-2026-super-funds/how-to-get-the-rtp-schedule-2026-super-funds,125.md,Yes,"Compliance, Oversight, and Enforcement Actions",Australian National Scope,0,3,0,0,0,0,7,0.745763,Low,ATO RTP Schedule 2026 Guidance.,ATO published how-to guidance for the RTP Schedule 2026 for super funds.,The page provides steps to access the RTP Schedule 2026 for super funds via the ATO website.,Regulatory implementation relies on timely access to the RTP schedule; organisations should consult the page to ensure compliance with reporting obligations.,,,RTP 2026 clarifications?,ATO publishes instructions for super funds reporting.
2026-04-20,RTP schedule instructions 2026 – Super funds,https://www.ato.gov.au/forms-and-instructions/reportable-tax-position-schedule-and-instructions-2026/rtp-schedule-instructions-2026-super-funds,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-23,Western Sydney International Airport (WSI) Noise Insulation Program commences,https://www.infrastructure.gov.au/department/media/news/western-sydney-international-airport-wsi-noise-insulation-program-commences,127.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Australian National Scope,6,7,6,6,2,6,7,5.59322,Medium,The Australian Government has approved the Western Sydney International Airport Noise Insulation Program to deliver noise treatments to eligible landowners near the Western Sydney International Airport.,The Australian Government will cover the costs of noise treatments.,,,,,Noise relief begins,"Government-funded insulation for eligible homes near WSI runs 2026–29, contractor delivers works."
2026-04-23,Road safety set to improve across Queensland,https://www.infrastructure.gov.au/department/media/news/road-safety-set-improve-across-queensland,128.md,Yes,Funding and Grant Announcements,Queensland,3,7,6,2,5,5,7,4.779661,Low,Road safety funding boost.,The Australian Government has announced funding of $30.2 million under the 2026–27 Black Spot program to improve road safety at 44 locations in Queensland.,"The program funds 44 Black Spot projects including intersection upgrades, safer pedestrian facilities, road widening and lighting infrastructure.","This funding improves road safety outcomes, supporting safer communities and local resilience by prioritising high-need locations nominated by local stakeholders.",,,Queensland road safety boost,"Australia commits $30.2m to 44 projects under Black Spot, aiming to reduce crashes in 2026–27."
2026-04-23,ACE scholarships for teaching in adult and community education,https://djsir.vic.gov.au/news-and-articles/ace-scholarships-for-teaching-in-adult-and-community-education,129.md,Yes,Funding and Grant Announcements,Victoria,6,6,7,6,0,6,4,5.186441,Medium,ACE Scholarships Launched.,The ACE Scholarships Program has been launched by Australian and Victorian Governments to support training for Learn Local teachers.,"Scholarships range from $500 to $20,000 and cover course fees and other expenses for online and on-site courses at partner providers.","The program improves access to education for foundation skills, supporting workforce development and community resilience by enabling more Learn Local teachers to deliver literacy, numeracy and digital skills training.",,,ACE scholarships open,"Victorian and federal funding launches ACE Scholarships to fund adult-education training, up to $20,000."
2026-04-22,TAFEs unlocking new opportunities in the care economy,https://djsir.vic.gov.au/news-and-articles/tafes-unlocking-new-opportunities-in-the-care-economy,130.md,Yes,Funding and Grant Announcements,Victoria,6,4,7,6,2,7,8,5.440678,Medium,Care Economy Research Grants.,Holmesglen Institute's Applied Research and Innovation (ARI) Project announced funding to four Victorian TAFEs for applied research to strengthen the care economy.,"The ARI Project is funded with a $2 million investment, enabling partnerships with care providers and organisations to improve training, drive innovation, and tackle workforce shortages.","The funding aims to enhance training, support workforce development, and improve patient and service outcomes across aged care, health, and early childhood sectors, contributing to resilience and quality care delivery.",,,Care economy funding boost,Four Victorian TAFEs win $2m ARI grants to bolster training and staffing in the sector.
2026-04-21,Food manufacturing giant making new Ballarat flour mill bigger and better,https://djsir.vic.gov.au/news-and-articles/food-manufacturing-giant-making-new-ballarat-flour-mill-bigger-and-better,131.md,No,,,,,,,,,,,,,,,,,,,
2026-04-21,2025-26 Premier’s Awards for Health and Medical Research winners and finalists announced,https://djsir.vic.gov.au/news-and-articles/2025-26-premiers-awards-for-health-and-medical-research-winners-and-finalists-announced,132.md,Yes,Funding and Grant Announcements,Victoria,4,0,2,2,0,2,7,1.864407,Low,Premier’s Health Research Awards.,The Victorian Government announced the 2025-26 Premier’s Awards for Health and Medical Research to recognise winners and finalists.,"Winners span fields such as maternal health in Aboriginal communities, orthopaedic treatment advances, AI for glaucoma detection, and research on social media's impact on body image.","The awards highlight Victoria’s commitment to world-class medical research, supporting early-career researchers and strengthening the sector’s capability to deliver improved health outcomes and innovations.",,,Researchers win Premier’s Awards,"Victoria announces 21 April 2026 winners and finalists, spotlighting early-career researchers shaping healthcare."
2026-04-20,Helping young people in out-of-home care into TAFE and university,https://djsir.vic.gov.au/news-and-articles/helping-young-people-in-out-of-home-care-into-tafe-and-university,133.md,Yes,Funding and Grant Announcements,Victoria,7,7,6,7,3,7,8,6.254237,Medium,Raising Expectations Funding Secured.,The Australian Government and Victorian Government will provide more than $2 million to fund the Raising Expectations program to support care-experienced students.,"It will run until 2028 and expand into regional areas, while developing more partnerships with TAFEs and universities across Victoria.","This funding aims to improve access to tertiary education for care-experienced youth, boosting their educational attainment and long-term resilience while strengthening regional education networks.",,,Care-experienced students rise,"Victoria expands Raising Expectations with $2m funding to 2028, boosting regional access."
2026-04-17,"Shining a spotlight on fresh fruit and veg in Mildura, Swan Hill and Shepparton","https://djsir.vic.gov.au/news-and-articles/shining-a-spotlight-on-fresh-fruit-and-veg-in-mildura,-swan-hill-and-shepparton",134.md,No,,,,,,,,,,,,,,,,,,,
2026-04-22,Albanese Government Backs Darwin Student Accommodation,https://www.naif.gov.au/media-centre/albanese-government-backs-darwin-student-accommodation/,135.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Northern Territory,7,6,7,6,6,7,9,6.59322,Medium,The Northern Australia Infrastructure Facility has approved a loan of around $70 million to Campus Living Villages Pty Ltd to build more than 400 new purpose-built student accommodation beds in Darwin.,"The project will deliver a 352-bed tower adjacent to CDU’s Danala Campus, plus 50 beds from Casuarina campus expansion and refurbishment, creating 302 local jobs and 44 ongoing jobs.",,,,,Darwin student housing boost,"NAIF funds $70m to add 400 CDU beds, delivering 302 local jobs and $200m growth."
2026-04-23,Boosting Affordable Housing in North Queensland,https://www.naif.gov.au/media-centre/boosting-affordable-housing-in-north-queensland/,136.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Queensland,6,8,8,7,6,7,9,7.084746,High,NAIF has approved a loan for around $40 million to build 81 new social and affordable housing units in Townsville through the Townsville Affordable Living Precinct.,"The loan will support more than 150 full-time equivalent jobs during construction and create seven ongoing positions, delivering 21 social housing units and 60 affordable units for up to 240 people.",,,,,Townsville housing loan,"NAIF provides $40m loan for 81 units, creating 150 construction jobs and seven ongoing roles."
2026-04-22,Speech: Accelerating Data and Digital AI Capability in the Australian Public Service,https://www.dta.gov.au/articles/speech-accelerating-data-and-digital-ai-capability-australian-public-service,137.md,Yes,"Compliance, Oversight, and Enforcement Actions",Australian National Scope,7,8,8,8,7,8,4,7.542373,High,APS AI Governance Update.,"The APS emphasises responsible AI adoption within guardrails, referencing the AI Plan, DTA frameworks and accountability measures.","It notes the Digital Experience Policy, Digital Inclusion Standard, and potential move toward agentic AI with a planned Agentic Addendum to the AI technical standard.","The update reinforces that governance, data foundations, and clear delegation are essential to scale AI without fragility, guiding agencies to integrate responsibly and maintain trust in public services.",,,Rewire the state,APS responds with deliberate AI integration to boost trust and outcomes by 2026.
